1	1	1	1	1	0	0	-100	20	15.8	75.85	163.02	1138.68	20	20	20	0	5000	24	1	72
2	2	1	1	1	0	0	-100	20	15.8	75.85	163.02	1138.68	20	20	20	0	5000	24	1	72
3	3	1	8	4	0	0	-100	76	15.2	1060.88	19.64	130.63	20	76	76	0	5000	24	1	72
4	4	1	8	4	0	0	-100	76	15.2	1060.88	19.64	130.63	20	76	76	0	5000	24	1	72
5	5	2	1	1	0	0	-100	20	15.8	75.85	163.02	1138.68	20	20	20	1	5000	24	1	72
6	6	2	1	1	0	0	-100	20	15.8	75.85	163.02	1138.68	20	20	20	1	5000	24	1	72
7	7	2	8	4	0	0	-100	76	15.2	1060.88	19.64	130.63	20	76	76	0	5000	24	1	72
8	8	2	8	4	0	0	-100	76	15.2	1060.88	19.64	130.63	20	76	76	0	5000	24	1	72
9	9	7	8	8	0	0	-100	100	25	4754.4	75.64	839.45	70	100	100	0	5000	24	1	72
10	10	7	8	8	0	0	-100	100	25	4754.4	75.64	839.45	70	100	100	0	5000	24	1	72
11	11	7	8	8	0	0	-100	100	25	4754.4	75.64	839.45	70	100	100	0	5000	24	1	72
12	12	13	12	10	0	0	-100	197	68.95	6510	74.75	1159.93	30	180	197	1	5000	24	1	72
13	13	13	12	10	0	0	-100	197	68.95	6510	74.75	1159.93	30	180	197	1	5000	24	1	72
14	14	13	12	10	0	0	-100	197	68.95	6510	74.75	1159.93	30	180	197	0	5000	24	1	72
15	15	14	1	1	0	0	-100	0	0	0	0	0	0	0	0	0	5000	24	0	72
16	16	15	4	2	0	0	-100	12	2.4	571.2	94.74	72.68	10	12	12	0	5000	24	1	72
17	17	15	4	2	0	0	-100	12	2.4	571.2	94.74	72.68	10	12	12	0	5000	24	1	72
18	18	15	4	2	0	0	-100	12	2.4	571.2	94.74	72.68	10	12	12	0	5000	24	1	72
19	19	15	4	2	0	0	-100	12	2.4	571.2	94.74	72.68	10	12	12	0	5000	24	1	72
20	20	15	4	2	0	0	-100	12	2.4	571.2	94.74	72.68	10	12	12	0	5000	24	1	72
21	21	15	8	8	0	0	-100	155	54.25	1696.34	15.46	252.67	30	155	155	0	5000	24	1	72
22	22	16	8	8	0	0	-100	155	54.25	1696.34	15.46	252.67	30	155	155	0	5000	24	1	72
23	23	18	48	48	0	0	-100	400	100	2400	5.46	215.08	200	400	400	0	5000	24	1	72
24	24	21	48	48	0	0	-100	400	100	2400	5.46	215.08	200	400	400	0	5000	24	1	72
25	25	22	1	1	0	0	-100	50	0	0	0	0	50	50	50	0	5000	24	1	72
26	26	22	1	1	0	0	-100	50	0	0	0	0	50	50	50	0	5000	24	1	72
27	27	22	1	1	0	0	-100	50	0	0	0	0	50	50	50	0	5000	24	1	72
28	28	22	1	1	0	0	-100	50	0	0	0	0	50	50	50	0	5000	24	1	72
29	29	22	1	1	0	0	-100	50	0	0	0	0	50	50	50	0	5000	24	1	72
30	30	22	1	1	0	0	-100	50	0	0	0	0	50	50	50	0	5000	24	1	72
31	31	23	8	8	0	0	-100	155	54.25	1696.34	15.46	252.67	30	155	155	0	5000	24	1	72
32	32	23	8	8	0	0	-100	155	54.25	1696.34	15.46	252.67	30	155	155	0	5000	24	1	72
33	33	23	24	48	0	0	-100	350	140	7953.04	15.89	358.23	40	240	350	0	5000	24	1	72
