1	1	1	2	0.013999994	157.5	180	0	0	3000	24	25	144
2	2	1	3	0.211001625	157.5	198	0	0	3000	24	25	144
3	3	1	5	0.085000043	157.5	198	0	0	3000	24	25	144
4	4	2	4	0.127000254	157.5	198	0	1	3000	24	25	144
5	5	2	6	0.192001229	157.5	198	0	0	3000	24	25	144
6	6	3	9	0.118999453	157.5	198	0	0	3000	24	25	144
7	7	3	24	0.083999731	360	540	0	0	3000	24	25	144
8	8	4	9	0.103999834	157.5	198	0	0	3000	24	25	144
9	9	5	10	0.088000282	157.5	198	0	0	3000	24	25	144
10	10	6	10	0.061000159	157.5	180	0	0	3000	24	25	144
11	11	7	8	0.061000159	157.5	198	0	0	3000	24	25	144
12	12	7	27	0.160999485	157.5	198	0	0	3000	24	25	144
13	13	8	9	0.165000165	157.5	198	0	0	3000	24	25	144
14	14	8	10	0.165000165	157.5	198	0	0	3000	24	25	144
15	15	9	11	0.083999731	360	540	0	0	3000	24	25	144
16	16	9	12	0.083999731	360	540	0	0	3000	24	25	144
17	17	10	11	0.083999731	360	540	0	0	3000	24	25	144
18	18	10	12	0.083999731	360	540	0	1	3000	24	25	144
19	19	11	14	0.042000042	450	562.5	0	0	3000	24	25	144
20	20	12	13	0.048000077	450	562.5	0	0	3000	24	25	144
21	21	12	23	0.096999796	450	562.5	0	0	3000	24	25	144
22	22	13	23	0.086999643	450	562.5	0	0	3000	24	25	144
23	23	13	39	0.075000188	450	562.5	0	0	3000	24	25	144
24	24	14	16	0.058999835	315	393.75	0	0	3000	24	25	144
25	25	15	16	0.017000009	450	562.5	0	0	3000	24	25	144
26	26	15	21	0.048999912	450	562.5	0	0	3000	24	25	144
27	27	15	21	0.048999912	450	562.5	0	0	3000	24	25	144
28	28	15	24	0.051999917	450	562.5	0	0	3000	24	25	144
29	29	16	17	0.026000026	450	562.5	0	0	3000	24	25	144
30	30	16	19	0.022999979	450	562.5	0	0	3000	24	25	144
31	31	17	18	0.013999994	450	562.5	0	0	3000	24	25	144
32	32	17	22	0.105000105	450	562.5	0	0	3000	24	25	144
33	33	18	21	0.026000026	450	562.5	0	0	3000	24	25	144
34	34	18	21	0.026000026	450	562.5	0	0	3000	24	25	144
35	35	19	20	0.04	450	562.5	0	0	3000	24	25	144
36	36	19	20	0.04	450	562.5	0	0	3000	24	25	144
37	37	20	23	0.022000022	450	562.5	0	0	3000	24	25	144
38	38	20	23	0.022000022	450	562.5	0	0	3000	24	25	144
39	39	21	22	0.067999918	450	562.5	0	0	3000	24	25	144
40	40	23	41	0.074000074	450	562.5	0	0	3000	24	25	144
41	41	25	26	0.013999994	157.5	180	0	0	3000	24	25	144
42	42	25	27	0.211001625	157.5	198	0	0	3000	24	25	144
43	43	25	29	0.085000043	157.5	198	0	0	3000	24	25	144
44	44	26	28	0.127000254	157.5	198	0	0	3000	24	25	144
45	45	26	30	0.192001229	157.5	198	0	0	3000	24	25	144
46	46	27	33	0.118999453	157.5	198	0	0	3000	24	25	144
47	47	27	48	0.083999731	360	540	0	0	3000	24	25	144
48	48	28	33	0.103999834	157.5	198	0	0	3000	24	25	144
49	49	29	34	0.088000282	157.5	198	0	0	3000	24	25	144
50	50	30	34	0.061000159	157.5	180	0	0	3000	24	25	144
51	51	31	32	0.061000159	157.5	198	1	0	3000	24	25	144
52	52	32	33	0.165000165	157.5	198	0	0	3000	24	25	144
53	53	32	34	0.165000165	157.5	198	0	1	3000	24	25	144
54	54	33	35	0.083999731	360	540	0	0	3000	24	25	144
55	55	33	36	0.083999731	360	540	0	0	3000	24	25	144
56	56	34	35	0.083999731	360	540	0	0	3000	24	25	144
57	57	34	36	0.083999731	360	540	0	0	3000	24	25	144
58	58	35	38	0.042000042	450	562.5	0	0	3000	24	25	144
59	59	36	37	0.048000077	450	562.5	0	0	3000	24	25	144
60	60	36	47	0.096999796	450	562.5	0	0	3000	24	25	144
61	61	37	47	0.086999643	450	562.5	0	0	3000	24	25	144
62	62	38	40	0.058999835	315	393.75	0	0	3000	24	25	144
63	63	39	40	0.017000009	450	562.5	0	0	3000	24	25	144
64	64	39	45	0.048999912	450	562.5	0	0	3000	24	25	144
65	65	39	45	0.048999912	450	562.5	0	0	3000	24	25	144
66	66	39	48	0.051999917	450	562.5	0	0	3000	24	25	144
67	67	40	41	0.026000026	450	562.5	0	0	3000	24	25	144
68	68	40	43	0.022999979	450	562.5	0	0	3000	24	25	144
69	69	41	42	0.013999994	450	562.5	0	0	3000	24	25	144
70	70	41	46	0.105000105	450	562.5	0	0	3000	24	25	144
71	71	42	45	0.026000026	450	562.5	0	0	3000	24	25	144
72	72	42	45	0.026000026	450	562.5	0	0	3000	24	25	144
73	73	43	44	0.04	450	562.5	0	0	3000	24	25	144
74	74	43	44	0.04	450	562.5	0	0	3000	24	25	144
75	75	44	47	0.022000022	450	562.5	0	0	3000	24	25	144
76	76	44	47	0.022000022	450	562.5	0	0	3000	24	25	144
77	77	45	46	0.067999918	450	562.5	0	0	3000	24	25	144
78	78	49	50	0.013999994	157.5	180	0	0	3000	24	25	144
79	79	49	51	0.211001625	157.5	198	0	1	3000	24	25	144
80	80	49	53	0.085000043	157.5	198	0	0	3000	24	25	144
81	81	50	52	0.127000254	157.5	198	0	0	3000	24	25	144
82	82	50	54	0.192001229	157.5	198	0	0	3000	24	25	144
83	83	51	57	0.118999453	157.5	198	0	0	3000	24	25	144
84	84	51	72	0.083999731	360	540	0	0	3000	24	25	144
85	85	52	57	0.103999834	157.5	198	0	0	3000	24	25	144
86	86	53	58	0.088000282	157.5	198	0	0	3000	24	25	144
87	87	54	58	0.061000159	157.5	180	0	0	3000	24	25	144
88	88	55	56	0.061000159	157.5	198	1	0	3000	24	25	144
89	89	56	57	0.165000165	157.5	198	0	0	3000	24	25	144
90	90	56	58	0.165000165	157.5	198	0	0	3000	24	25	144
91	91	57	59	0.083999731	360	540	0	0	3000	24	25	144
92	92	57	60	0.083999731	360	540	0	0	3000	24	25	144
93	93	58	59	0.083999731	360	540	0	0	3000	24	25	144
94	94	58	60	0.083999731	360	540	0	0	3000	24	25	144
95	95	59	62	0.042000042	450	562.5	0	0	3000	24	25	144
